WKT,name,buildings_id
"MULTIPOLYGON (((-0.1232021 51.5135019,-0.1232215 51.5135132,-0.1232627 51.5135464,-0.1233676 51.5136208,-0.1232354 51.5137068,-0.123216 51.5137203,-0.1231512 51.5136738,-0.1231188 51.5136547,-0.1231443 51.5136439,-0.1231279 51.5136319,-0.1230548 51.5135827,-0.1230683 51.5135746,-0.1229448 51.5134846,-0.1228958 51.5135106,-0.1228838 51.5135008,-0.1229451 51.5134625,-0.1230578 51.5133983,-0.123104 51.51343,-0.1232021 51.5135019)))",,150
"MULTIPOLYGON (((-0.1233213 51.5135205,-0.1233771 51.5134893,-0.1233878 51.5134968,-0.1233958 51.5135038,-0.1234686 51.5135592,-0.1234217 51.5135887,-0.1233398 51.5135343,-0.1233213 51.5135205)))",,151
"MULTIPOLYGON (((-0.1236635 51.51308,-0.1235361 51.5131497,-0.1233803 51.5130422,-0.1235166 51.5129725,-0.1236199 51.5130452,-0.1236635 51.51308)))",Busaba,152
"MULTIPOLYGON (((-0.1231695 51.5133386,-0.1232127 51.5133703,-0.1233261 51.513453,-0.1233771 51.5134893,-0.1233213 51.5135205,-0.1232851 51.5135412,-0.1232777 51.513538,-0.1232627 51.5135464,-0.1232215 51.5135132,-0.1232021 51.5135019,-0.123104 51.51343,-0.1230578 51.5133983,-0.1231695 51.5133386)))",,153
"MULTIPOLYGON (((-0.122839 51.5134692,-0.1228838 51.5135008,-0.1227632 51.5135681,-0.1227541 51.5135635,-0.1227427 51.5135578,-0.1225905 51.5134744,-0.1226483 51.5134436,-0.1226585 51.5134382,-0.1226669 51.5134337,-0.1226751 51.5134293,-0.122755 51.5134852,-0.1227865 51.5134996,-0.122799 51.5134923,-0.122839 51.5134692)))",,154
"MULTIPOLYGON (((-0.1227632 51.5135681,-0.1228838 51.5135008,-0.1228958 51.5135106,-0.1230253 51.5135984,-0.1230548 51.5135827,-0.1231279 51.5136319,-0.1230851 51.5136546,-0.1230211 51.5136891,-0.1229968 51.5136771,-0.1229708 51.5136655,-0.1227909 51.5135811,-0.1227632 51.5135681)))",,155
"MULTIPOLYGON (((-0.1208578 51.5136375,-0.1206298 51.5135526,-0.1207318 51.5134408,-0.1209583 51.5135266,-0.1208578 51.5136375)))",,156
"MULTIPOLYGON (((-0.1224119 51.5136776,-0.1224141 51.5136721,-0.1224203 51.5136668,-0.122428 51.5136638,-0.1224368 51.5136626,-0.1224485 51.5136639,-0.122456 51.5136671,-0.1224614 51.5136716,-0.1224639 51.5136768,-0.1224635 51.5136824,-0.1224599 51.5136876,-0.122456 51.5136906,-0.1224484 51.5136937,-0.1224406 51.513695,-0.1224315 51.5136946,-0.1224232 51.5136923,-0.1224167 51.5136883,-0.1224128 51.5136832,-0.1224119 51.5136776)))",,157
"MULTIPOLYGON (((-0.1244025 51.5129936,-0.1242456 51.5130818,-0.1242048 51.5131033,-0.1241813 51.5131052,-0.1241584 51.513086,-0.1240666 51.5130045,-0.1239888 51.5129438,-0.1242132 51.5128463,-0.1242589 51.512886,-0.1244025 51.5129936)))",Covent Garden Station,158
"MULTIPOLYGON (((-0.1241 51.5117268,-0.1238041 51.511862,-0.1237111 51.5117843,-0.1240126 51.5116511,-0.1241 51.5117268)))",,159
"MULTIPOLYGON (((-0.1241 51.5117268,-0.1240126 51.5116511,-0.1241422 51.5115942,-0.1241617 51.5115857,-0.1241806 51.5115775,-0.1246206 51.5113797,-0.1244732 51.5112385,-0.1247543 51.5111176,-0.1249579 51.5113153,-0.1249512 51.5113429,-0.1242448 51.5116615,-0.1241 51.5117268)))",,160
"MULTIPOLYGON (((-0.1268028 51.5095893,-0.1265109 51.5096076,-0.12649 51.5095278,-0.1267955 51.5095194,-0.1268308 51.5095303,-0.1268028 51.5095893)))",The Chandos,161
"MULTIPOLYGON (((-0.1256844 51.5118124,-0.125745 51.5117973,-0.1256947 51.5116758,-0.1257613 51.5116736,-0.1259577 51.5116481,-0.1259958 51.5117392,-0.1259018 51.5117799,-0.1258232 51.5118116,-0.1256923 51.5118577,-0.1256608 51.5118187,-0.1256844 51.5118124)))",,162
"MULTIPOLYGON (((-0.1260208 51.5115849,-0.1260733 51.5115986,-0.1261359 51.5116156,-0.1261363 51.5116224,-0.1261251 51.5116435,-0.1260965 51.5116791,-0.1260748 51.51169,-0.1260572 51.5116889,-0.1260482 51.5116794,-0.1260174 51.5115925,-0.1260208 51.5115849)))",,163
"MULTIPOLYGON (((-0.1261251 51.5118671,-0.126092 51.5117779,-0.1261044 51.5117632,-0.1261617 51.5117243,-0.1262202 51.5116832,-0.1262612 51.5116654,-0.1263199 51.5116694,-0.1262999 51.5116964,-0.1263038 51.511769,-0.1263054 51.5117978,-0.1262506 51.5117995,-0.1262526 51.5118253,-0.1263002 51.5118232,-0.1263028 51.511848,-0.1262331 51.5118518,-0.1262133 51.5118529,-0.1261251 51.5118671)))",,164
"MULTIPOLYGON (((-0.1256977 51.5113074,-0.1257897 51.5113304,-0.1257596 51.5113772,-0.1256673 51.5113537,-0.1256977 51.5113074)))",,165
"MULTIPOLYGON (((-0.1238469 51.5095359,-0.1239398 51.5094937,-0.1242448 51.5097544,-0.1240463 51.5098444,-0.1240092 51.5098127,-0.123931 51.5097458,-0.124052 51.509691,-0.1240454 51.5096853,-0.1240581 51.5096795,-0.1239849 51.509617,-0.1239567 51.5096298,-0.1238469 51.5095359)))",Embassy of Zimbabwe,166
"MULTIPOLYGON (((-0.123181 51.5146269,-0.1230749 51.5146909,-0.1229157 51.5145913,-0.1229748 51.5145546,-0.1230271 51.5145223,-0.123181 51.5146269)))",Kameleon,167
"MULTIPOLYGON (((-0.1226221 51.5147752,-0.1226792 51.5148119,-0.1227275 51.5148435,-0.1227728 51.5148731,-0.1228174 51.5149023,-0.1227112 51.5149728,-0.12266 51.5149408,-0.1226121 51.5149109,-0.1225663 51.5148822,-0.1225236 51.5148555,-0.1225214 51.5148346,-0.1226221 51.5147752)))",,168
"MULTIPOLYGON (((-0.1227112 51.5149728,-0.1228174 51.5149023,-0.1229282 51.5148379,-0.1230052 51.5148854,-0.123082 51.514835,-0.1231882 51.5148948,-0.1229148 51.5150801,-0.1228893 51.5150813,-0.1227112 51.5149728)))",Drury Lane Building (KCL),169
"MULTIPOLYGON (((-0.1231882 51.5148948,-0.123082 51.514835,-0.123013 51.5147941,-0.1230076 51.5147909,-0.1229601 51.5147655,-0.1230749 51.5146909,-0.123181 51.5146269,-0.1232742 51.5146883,-0.1233166 51.5147162,-0.1233862 51.5147621,-0.1231882 51.5148948)))",,170
"MULTIPOLYGON (((-0.1228174 51.5149023,-0.1227728 51.5148731,-0.1227275 51.5148435,-0.1226792 51.5148119,-0.1226221 51.5147752,-0.1227976 51.514665,-0.1228809 51.5147149,-0.1228328 51.5147435,-0.1229215 51.5148028,-0.1229461 51.514788,-0.1229793 51.5148082,-0.1229282 51.5148379,-0.1228174 51.5149023)))",,171
"MULTIPOLYGON (((-0.1220944 51.5144394,-0.1220455 51.5144738,-0.1220106 51.5144747,-0.1219352 51.5144328,-0.1220276 51.514363,-0.1220345 51.5143582,-0.1220489 51.5143661,-0.1220797 51.514385,-0.1220433 51.514411,-0.1220944 51.5144394)))",,173
"MULTIPOLYGON (((-0.1295343 51.5096907,-0.1295062 51.5095798,-0.1296407 51.5095603,-0.129684 51.5096782,-0.1295343 51.5096907)))",Orange St Congregational Church,177
"MULTIPOLYGON (((-0.1299834 51.509922,-0.1299716 51.5099398,-0.1299514 51.5099466,-0.1296443 51.5099869,-0.1295782 51.5099872,-0.1295122 51.5099551,-0.1294332 51.5099298,-0.1294473 51.509806,-0.1299163 51.5097475,-0.1299834 51.509922)))",Radisson Edwardian Hampshire Hotel,178
"MULTIPOLYGON (((-0.1286693 51.5096498,-0.1288522 51.5096741,-0.1288473 51.5098425,-0.1287635 51.5098325,-0.1285427 51.5098063,-0.1285479 51.5097241,-0.1285552 51.509639,-0.1286693 51.5096498)))",,179
"MULTIPOLYGON (((-0.1317062 51.5110275,-0.1317029 51.5110362,-0.1316957 51.5110439,-0.1316852 51.51105,-0.1316723 51.5110539,-0.1314217 51.5111372,-0.1314115 51.5111406,-0.1314003 51.5111422,-0.1313888 51.5111419,-0.1313779 51.5111396,-0.1313675 51.5111352,-0.1313597 51.511129,-0.1310255 51.5106998,-0.1309986 51.5106547,-0.1310147 51.5106296,-0.131063 51.5106046,-0.1313715 51.5105412,-0.1314278 51.5105695,-0.1314493 51.5105862,-0.1314627 51.5106213,-0.1317002 51.5110105,-0.1317052 51.5110187,-0.1317062 51.5110275)))",,180
"MULTIPOLYGON (((-0.1291937 51.5096886,-0.1291868 51.5098963,-0.1289316 51.5098612,-0.1289501 51.5096935,-0.1290638 51.5096903,-0.1291937 51.5096886)))",,181
"MULTIPOLYGON (((-0.1291868 51.5098963,-0.1291937 51.5096886,-0.1293751 51.5096863,-0.1293597 51.5099186,-0.1291868 51.5098963)))",,182
"MULTIPOLYGON (((-0.1299423 51.5097139,-0.1297 51.5097474,-0.129684 51.5096782,-0.1296407 51.5095603,-0.1298711 51.5095288,-0.1299265 51.5096841,-0.1299423 51.5097139)))",,183
"MULTIPOLYGON (((-0.1297 51.5097474,-0.1295425 51.5097688,-0.1295308 51.5097175,-0.1295343 51.5096907,-0.129684 51.5096782,-0.1297 51.5097474)))",,184
"MULTIPOLYGON (((-0.1293597 51.5099186,-0.1293751 51.5096863,-0.1294625 51.5096852,-0.1294473 51.509806,-0.1294332 51.5099298,-0.1293597 51.5099186)))",,185
"MULTIPOLYGON (((-0.1289501 51.5096935,-0.1288522 51.5096741,-0.1286693 51.5096498,-0.1286651 51.5095689,-0.12906 51.5095726,-0.1290638 51.5096903,-0.1289501 51.5096935)))",,186
"MULTIPOLYGON (((-0.1290638 51.5096903,-0.12906 51.5095726,-0.1294587 51.5095676,-0.1294625 51.5096852,-0.1293751 51.5096863,-0.1291937 51.5096886,-0.1290638 51.5096903)))",National Portrait Gallery office,187
"MULTIPOLYGON (((-0.1266041 51.5099728,-0.1267856 51.5099606,-0.1267882 51.5100209,-0.1266132 51.5100324,-0.1266041 51.5099728)))",Caffè Nero,188
"MULTIPOLYGON (((-0.1267915 51.5100974,-0.1267943 51.5101631,-0.1264758 51.5101927,-0.1264547 51.5101024,-0.1265433 51.5100917,-0.126546 51.5101193,-0.1267111 51.5101042,-0.1267915 51.5100974)))",La Roche,189
"MULTIPOLYGON (((-0.1267872 51.5096515,-0.1267836 51.5097073,-0.1265323 51.5097239,-0.1265272 51.5096728,-0.1267872 51.5096515)))",Notes,190
"MULTIPOLYGON (((-0.1267872 51.5096515,-0.1265272 51.5096728,-0.1265109 51.5096076,-0.1268028 51.5095893,-0.1267872 51.5096515)))",,191
"MULTIPOLYGON (((-0.1269169 51.510999,-0.1269098 51.5110036,-0.1267457 51.5110204,-0.1267363 51.5109688,-0.1267735 51.5109645,-0.1269105 51.5109508,-0.1269208 51.5109911,-0.1269169 51.510999)))",Mr. Fogg's Tavern,192
"MULTIPOLYGON (((-0.1268502 51.5107339,-0.1265328 51.5107617,-0.1265142 51.5106796,-0.126833 51.5106494,-0.1268502 51.5107339)))",Côte Brasserie,193
"MULTIPOLYGON (((-0.1268685 51.5107994,-0.1268802 51.510848,-0.126667 51.5108679,-0.1266553 51.5108193,-0.1268685 51.5107994)))",The Real Greek,194
"MULTIPOLYGON (((-0.1265328 51.5107617,-0.1268502 51.5107339,-0.1268571 51.5107602,-0.1266476 51.5107796,-0.1263083 51.5108086,-0.1263027 51.5107837,-0.1262495 51.5107874,-0.1262298 51.5107049,-0.1265142 51.5106796,-0.1265328 51.5107617)))",Westminster Quaker Meeting House,195
"MULTIPOLYGON (((-0.1269105 51.5109508,-0.1267735 51.5109645,-0.1267649 51.5109313,-0.1269016 51.51092,-0.1269105 51.5109508)))",Pepe,196
"MULTIPOLYGON (((-0.1266393 51.5108965,-0.1266334 51.5108719,-0.126667 51.5108679,-0.1268802 51.510848,-0.1268904 51.5108824,-0.1269016 51.51092,-0.1267649 51.5109313,-0.1267164 51.5109332,-0.1267106 51.5109121,-0.1267077 51.5108986,-0.1267061 51.5108908,-0.1266393 51.5108965)))",,197
"MULTIPOLYGON (((-0.1286838 51.5116516,-0.128699 51.511518,-0.1287179 51.5114255,-0.1285786 51.5113735,-0.1286992 51.5113444,-0.1287335 51.5113362,-0.1287743 51.5113265,-0.1288086 51.5113184,-0.1288467 51.5113093,-0.1288831 51.5113003,-0.1289977 51.5112727,-0.129033 51.5112643,-0.1290752 51.5112541,-0.1291399 51.5112386,-0.1291551 51.5112349,-0.1291685 51.5112377,-0.1291778 51.5112425,-0.1291806 51.5112514,-0.129247 51.5114661,-0.129317 51.5116921,-0.1293029 51.511701,-0.1286838 51.5116516)))",London Hippodrome,198
"MULTIPOLYGON (((-0.1301751 51.5113302,-0.1302096 51.5113666,-0.1302016 51.5113696,-0.1301922 51.5113734,-0.1301852 51.5113764,-0.1301116 51.5114033,-0.1301079 51.5113979,-0.1300971 51.5114,-0.1300979 51.5114069,-0.1300942 51.5114207,-0.1300888 51.5114363,-0.1300754 51.5114535,-0.1300643 51.5114674,-0.1300466 51.5114806,-0.1300234 51.5114927,-0.1300073 51.5114996,-0.1299909 51.5115069,-0.1299606 51.5115149,-0.1299242 51.51152,-0.1298836 51.5115203,-0.1298554 51.5115175,-0.1298498 51.5115169,-0.1298102 51.5115077,-0.1297758 51.5114935,-0.1297572 51.5114824,-0.1297431 51.5114697,-0.1297267 51.511457,-0.1297188 51.5114415,-0.1297086 51.511423,-0.1297022 51.5114063,-0.1297029 51.5113863,-0.1297054 51.511364,-0.129714 51.5113454,-0.1297294 51.5113256,-0.1297455 51.5113122,-0.1297668 51.5112996,-0.1297839 51.5112925,-0.1297951 51.5112882,-0.1298236 51.5112799,-0.1298537 51.5112737,-0.1298819 51.5112705,-0.1299079 51.5112707,-0.1299336 51.5112736,-0.1299547 51.5112758,-0.1299892 51.5112845,-0.1300165 51.5112955,-0.1299939 51.5112749,-0.1300654 51.5112474,-0.1300729 51.5112441,-0.1300808 51.5112413,-0.1300882 51.5112383,-0.1301199 51.5112718,-0.1301388 51.5112665,-0.1301485 51.5112838,-0.1301565 51.5112955,-0.1301696 51.5113072,-0.1301814 51.5113162,-0.1301958 51.5113224,-0.1301751 51.5113302)))",Notre-Dame de France,199
"MULTIPOLYGON (((-0.1312726 51.5103255,-0.1309361 51.5104549,-0.1308807 51.5104465,-0.1306853 51.5101943,-0.1305479 51.5100071,-0.130565 51.509981,-0.1309455 51.5099106,-0.1309998 51.5099257,-0.1312726 51.5103255)))",Fanum House,200
"MULTIPOLYGON (((-0.1290096 51.511002,-0.1289855 51.5110375,-0.128975 51.5110727,-0.1289848 51.5111171,-0.1288296 51.5111581,-0.1287357 51.5109609,-0.1290096 51.511002)))",,201
"MULTIPOLYGON (((-0.1300052 51.5100741,-0.1300195 51.5101089,-0.130004 51.5101384,-0.1298409 51.5101634,-0.1298012 51.5101442,-0.1297866 51.5101077,-0.1298146 51.5100808,-0.1299577 51.5100581,-0.1300052 51.5100741)))",TKTS,202
"MULTIPOLYGON (((-0.1238722 51.5128385,-0.1239832 51.5127889,-0.1240207 51.5127824,-0.12405 51.5127681,-0.1240643 51.5127797,-0.1240805 51.5127971,-0.1241236 51.5127783,-0.1241691 51.5128088,-0.1239426 51.5129057,-0.1238722 51.5128385)))",KIKO Milano,203
"MULTIPOLYGON (((-0.1238516 51.5113633,-0.1240339 51.5115226,-0.1239953 51.5115397,-0.1240292 51.5115694,-0.1239494 51.5116047,-0.1239155 51.5115751,-0.1236212 51.5117053,-0.1235268 51.5117473,-0.1233445 51.511588,-0.1234456 51.5115432,-0.1237347 51.5114151,-0.1236989 51.5113838,-0.1237819 51.511347,-0.1238177 51.5113783,-0.1238516 51.5113633)))",St Paul's Church,204
"MULTIPOLYGON (((-0.1242966 51.5137202,-0.1242621 51.5137404,-0.1242389 51.5137251,-0.1242734 51.5137049,-0.1242966 51.5137202)))",,205
"MULTIPOLYGON (((-0.1242861 51.5139281,-0.124237 51.5138956,-0.1243126 51.5138514,-0.1243616 51.5138839,-0.1242861 51.5139281)))",,206
"MULTIPOLYGON (((-0.1241376 51.5138217,-0.1241162 51.5138063,-0.1241555 51.5137851,-0.124177 51.5138005,-0.1241376 51.5138217)))",,207
"MULTIPOLYGON (((-0.1243854 51.5135997,-0.1243323 51.5135653,-0.1242677 51.5136029,-0.124197 51.5135576,-0.1241999 51.513535,-0.1241841 51.5135242,-0.1242205 51.5135026,-0.124142 51.5134495,-0.1240946 51.5134178,-0.1241197 51.513384,-0.1241574 51.5133656,-0.1241829 51.5133836,-0.1241856 51.5133898,-0.1242138 51.5134072,-0.1242367 51.5133944,-0.124314 51.5134489,-0.1242932 51.5134603,-0.1243947 51.5135282,-0.1244458 51.5135629,-0.1245557 51.5136358,-0.1245761 51.5136252,-0.1247576 51.5137489,-0.1247398 51.5137588,-0.1248168 51.5138103,-0.1248579 51.5138377,-0.1248669 51.5138964,-0.1246999 51.5139868,-0.1246407 51.5139444,-0.1246135 51.5139249,-0.1246789 51.5138885,-0.1246034 51.5138341,-0.1246537 51.5138025,-0.124616 51.5137767,-0.1245633 51.5137407,-0.1244715 51.513678,-0.1244194 51.5137079,-0.1243595 51.5136724,-0.1244311 51.5136314,-0.1243854 51.5135997)))",,208
"MULTIPOLYGON (((-0.1243029 51.5137619,-0.124355 51.5137339,-0.1242834 51.5136858,-0.1243267 51.5136608,-0.1243983 51.5137088,-0.1244223 51.5137231,-0.1244523 51.5137226,-0.1244721 51.5137338,-0.1245276 51.5137716,-0.1244108 51.513838,-0.124357 51.5138006,-0.1242828 51.5138468,-0.1242738 51.5138412,-0.1242665 51.5138458,-0.1242613 51.513849,-0.124206 51.5138146,-0.1242136 51.5138099,-0.1242205 51.5138056,-0.1242058 51.5137965,-0.1242863 51.51375,-0.1243029 51.5137619)))",,209
"MULTIPOLYGON (((-0.1241706 51.5126168,-0.1241883 51.5126075,-0.1242295 51.5125859,-0.1242377 51.5125816,-0.1243506 51.5126728,-0.124281 51.5127095,-0.1241706 51.5126168)))",Paul Smith,210
"MULTIPOLYGON (((-0.124018 51.5137657,-0.1239023 51.513831,-0.1238495 51.5137948,-0.1238601 51.5137888,-0.1238437 51.5137775,-0.1239402 51.513723,-0.1239537 51.5137323,-0.1239636 51.5137267,-0.1239905 51.5137466,-0.1240623 51.5137065,-0.1241365 51.5137578,-0.1240647 51.513798,-0.124018 51.5137657)))",,211
"MULTIPOLYGON (((-0.1244126 51.5126554,-0.124532 51.5127503,-0.1246037 51.5128083,-0.1246574 51.5128518,-0.1246013 51.5128799,-0.1243598 51.5126805,-0.1243712 51.5126751,-0.1244126 51.5126554)))",Ecco,212
"MULTIPOLYGON (((-0.1239832 51.5127889,-0.1238722 51.5128385,-0.1238323 51.5128063,-0.1238366 51.5127869,-0.12395 51.5127348,-0.123968 51.5127536,-0.1239502 51.5127613,-0.1239832 51.5127889)))",The White Lion,213
"MULTIPOLYGON (((-0.124237 51.5138956,-0.1241448 51.5139488,-0.1241271 51.5139593,-0.1240695 51.5139195,-0.1241832 51.5138557,-0.124237 51.5138956)))",,214
"MULTIPOLYGON (((-0.123814 51.5135714,-0.1239132 51.5136357,-0.1239044 51.5136409,-0.1238561 51.5136698,-0.1237569 51.5136055,-0.1237966 51.5135817,-0.123814 51.5135714)))",,215
"MULTIPOLYGON (((-0.1240977 51.5137128,-0.1240295 51.5136667,-0.1241568 51.5135938,-0.1242123 51.5136313,-0.124253 51.5136083,-0.124306 51.5136446,-0.124213 51.5136972,-0.1241729 51.5136697,-0.1240977 51.5137128)))",,216
"MULTIPOLYGON (((-0.1244057 51.5126485,-0.1243428 51.5125989,-0.1244282 51.5125588,-0.1244896 51.5126087,-0.1244057 51.5126485)))",Bloom Perfumery,217
"MULTIPOLYGON (((-0.1243287 51.5127495,-0.124281 51.5127095,-0.1243506 51.5126728,-0.1243598 51.5126805,-0.1246013 51.5128799,-0.12455 51.5129137,-0.1243287 51.5127495)))",Muji,218
"MULTIPOLYGON (((-0.1242691 51.5127824,-0.124237 51.5127999,-0.124154 51.5127345,-0.1241435 51.5127399,-0.1240564 51.5126787,-0.1241706 51.5126168,-0.124281 51.5127095,-0.1243287 51.5127495,-0.1242932 51.5127692,-0.1242691 51.5127824)))",,219
"MULTIPOLYGON (((-0.1242885 51.5125536,-0.1243606 51.5125133,-0.1243723 51.512514,-0.1244282 51.5125588,-0.1243428 51.5125989,-0.1242885 51.5125536)))",Diptyque',220
"MULTIPOLYGON (((-0.1246037 51.5128083,-0.1246828 51.512767,-0.1247376 51.5128111,-0.1246574 51.5128518,-0.1246037 51.5128083)))",Les Néréides,221
"MULTIPOLYGON (((-0.124304 51.514173,-0.1242704 51.5141937,-0.1242517 51.514181,-0.1242419 51.5141869,-0.1241912 51.5141542,-0.1241515 51.5141293,-0.1241388 51.5141377,-0.12413 51.5141435,-0.1240388 51.5140834,-0.1240475 51.5140775,-0.1240608 51.5140684,-0.1239804 51.5140139,-0.1239307 51.5139803,-0.1239217 51.513974,-0.1238867 51.5139494,-0.1238363 51.513914,-0.1237921 51.513883,-0.1237711 51.5138953,-0.1236324 51.5138028,-0.1236503 51.5137925,-0.1235606 51.5137331,-0.123547 51.5137233,-0.1235481 51.5136809,-0.1235592 51.5136739,-0.1235985 51.5136504,-0.1236139 51.5136412,-0.12367 51.5136076,-0.1237217 51.5136399,-0.1236658 51.5136731,-0.1237534 51.5137339,-0.1238027 51.5137667,-0.1238909 51.5138253,-0.1239382 51.513859,-0.1239885 51.5138915,-0.1240321 51.5139212,-0.1240868 51.513957,-0.1241084 51.5139714,-0.1241271 51.5139593,-0.1241448 51.5139488,-0.1242019 51.5139886,-0.1241641 51.5140108,-0.1241122 51.5140395,-0.124237 51.5141255,-0.1243036 51.5140892,-0.1242577 51.5140567,-0.1243763 51.5139905,-0.1244236 51.5140208,-0.1244471 51.5140358,-0.1244701 51.5140225,-0.1245234 51.5139916,-0.1244694 51.5139532,-0.1244135 51.5139855,-0.1243743 51.5139593,-0.1243621 51.5139663,-0.124348 51.5139569,-0.1243691 51.5139451,-0.1243411 51.5139271,-0.1243864 51.5138999,-0.1244143 51.5139179,-0.1244571 51.5138943,-0.1245725 51.5139632,-0.1245997 51.5139506,-0.1246132 51.5139602,-0.1246724 51.5140023,-0.1246645 51.5140065,-0.1246596 51.514009,-0.1246463 51.5140156,-0.1245447 51.5140729,-0.1245144 51.5140779,-0.1243885 51.5141481,-0.1243589 51.5141636,-0.1243413 51.5141628,-0.1243121 51.5141793,-0.124304 51.514173)))",,222
"MULTIPOLYGON (((-0.1242377 51.5125816,-0.1242429 51.5125787,-0.1242482 51.5125758,-0.1242646 51.5125668,-0.1242885 51.5125536,-0.1243428 51.5125989,-0.1244057 51.5126485,-0.1244126 51.5126554,-0.1243712 51.5126751,-0.1243598 51.5126805,-0.1243506 51.5126728,-0.1242377 51.5125816)))",,223
"MULTIPOLYGON (((-0.124154 51.5127345,-0.124237 51.5127999,-0.1241902 51.5128257,-0.1241691 51.5128088,-0.1241236 51.5127783,-0.1241027 51.5127604,-0.1240643 51.5127797,-0.12405 51.5127681,-0.1239905 51.5127143,-0.1240564 51.5126787,-0.1241435 51.5127399,-0.124154 51.5127345)))",,224
"MULTIPOLYGON (((-0.1240948 51.5134442,-0.1239812 51.5135105,-0.123907 51.5134613,-0.1240141 51.5133988,-0.1240326 51.513411,-0.1240497 51.513401,-0.1240989 51.5134337,-0.1240882 51.5134399,-0.1240948 51.5134442)))",,225
"MULTIPOLYGON (((-0.123814 51.5135714,-0.1237966 51.5135817,-0.1237569 51.5136055,-0.1237499 51.5136097,-0.1236825 51.513566,-0.1237204 51.5135341,-0.1237551 51.5135227,-0.1238224 51.5135663,-0.123814 51.5135714)))",,226
"MULTIPOLYGON (((-0.1242915 51.5128004,-0.1243173 51.5127869,-0.1242932 51.5127692,-0.1243287 51.5127495,-0.12455 51.5129137,-0.1244822 51.5129526,-0.1242915 51.5128004)))",Vodafone,227
"MULTIPOLYGON (((-0.1237893 51.5129678,-0.1238656 51.5130312,-0.1237806 51.5130745,-0.1237653 51.5130633,-0.1237442 51.5130738,-0.1236745 51.5130203,-0.1237893 51.5129678)))",,228
"MULTIPOLYGON (((-0.1237456 51.5133829,-0.1236297 51.5132927,-0.1236114 51.5132785,-0.1236536 51.5132558,-0.1236631 51.5132517,-0.1238002 51.5133519,-0.1237456 51.5133829)))",,229
"MULTIPOLYGON (((-0.1236297 51.5132927,-0.1237456 51.5133829,-0.1236601 51.5134428,-0.1236042 51.5134028,-0.1236467 51.51338,-0.1235681 51.5133268,-0.1236297 51.5132927)))",,230
"MULTIPOLYGON (((-0.123365 51.513441,-0.1235681 51.5133268,-0.1236467 51.51338,-0.1236042 51.5134028,-0.1236601 51.5134428,-0.1235128 51.5135311,-0.1234843 51.5135286,-0.123365 51.513441)))",,231
"MULTIPOLYGON (((-0.1238656 51.5130312,-0.1240689 51.5131883,-0.1239402 51.5132602,-0.1238224 51.513168,-0.1238057 51.513178,-0.1237055 51.5131083,-0.1237806 51.5130745,-0.1238656 51.5130312)))",,232
"MULTIPOLYGON (((-0.1236631 51.5132517,-0.1236536 51.5132558,-0.1235835 51.5132071,-0.1235728 51.5132117,-0.1235409 51.5131889,-0.1237055 51.5131083,-0.1238057 51.513178,-0.1236631 51.5132517)))",,233
"MULTIPOLYGON (((-0.1238057 51.513178,-0.1238224 51.513168,-0.1239402 51.5132602,-0.1238394 51.5133182,-0.1238506 51.5133278,-0.1238048 51.5133553,-0.1238002 51.5133519,-0.1236631 51.5132517,-0.1238057 51.513178)))",,234
"MULTIPOLYGON (((-0.1245555 51.512604,-0.1246407 51.5125614,-0.124766 51.5126663,-0.1246821 51.5127084,-0.1245555 51.512604)))",PS by Paul Smith,235
"MULTIPOLYGON (((-0.1244976 51.5124412,-0.1245603 51.5124944,-0.1244727 51.5125358,-0.1244147 51.5124864,-0.1244976 51.5124412)))",Radley London,236
"MULTIPOLYGON (((-0.1245942 51.512389,-0.1247125 51.5124911,-0.1246168 51.5125403,-0.1245603 51.5124944,-0.1244976 51.5124412,-0.1245444 51.5124159,-0.1245942 51.512389)))",Agnès B.,237
"MULTIPOLYGON (((-0.1247239 51.5124237,-0.1247679 51.5124621,-0.1247125 51.5124911,-0.1245942 51.512389,-0.1246483 51.5123594,-0.1247239 51.5124237)))",The Tintin Shop,238
"MULTIPOLYGON (((-0.1246821 51.5127084,-0.124766 51.5126663,-0.1248488 51.5127364,-0.1247762 51.512773,-0.1247534 51.5127707,-0.1246916 51.5127162,-0.1246821 51.5127084)))",Moscot,239
"MULTIPOLYGON (((-0.1244727 51.5125358,-0.1245603 51.5124944,-0.1246168 51.5125403,-0.1246407 51.5125614,-0.1245555 51.512604,-0.1244727 51.5125358)))",Jones Bootmaker,240
"MULTIPOLYGON (((-0.125038 51.5126345,-0.1249417 51.5126882,-0.1247125 51.5124911,-0.1247679 51.5124621,-0.1248163 51.5124355,-0.125038 51.5126345)))",Gap,241
"MULTIPOLYGON (((-0.1251852 51.5125609,-0.125038 51.5126345,-0.1248163 51.5124355,-0.1247742 51.5123986,-0.1247008 51.5123314,-0.1248635 51.5122444,-0.1251015 51.5124821,-0.1250932 51.5124876,-0.1251852 51.5125609)))",,242
"MULTIPOLYGON (((-0.1247125 51.5124911,-0.1249417 51.5126882,-0.1248488 51.5127364,-0.124766 51.5126663,-0.1246407 51.5125614,-0.1246168 51.5125403,-0.1247125 51.5124911)))",,243
"MULTIPOLYGON (((-0.1238294 51.5123181,-0.1237196 51.5122182,-0.1238413 51.5121778,-0.1239389 51.5122606,-0.1239469 51.5122702,-0.1238294 51.5123181)))",,244
